"0","000s:000ms:000us 374 ms"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:001B5388 CRC:07","SC:80","MMC:211.2MHz","Nrc:3",
"10951","014s:557ms:127us 001 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00475058 CRC:33","SC:64","MMC:198.0MHz","Nrc:25",
"10952","014s:557ms:128us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"10953","014s:557ms:417us 288 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:57341",
"10954","014s:557ms:417us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"10955","014s:557ms:803us 386 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000B6158 CRC:4A","SC:16","MMC:198.0MHz","Nrc:25",
"10956","014s:557ms:803us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"10957","014s:558ms:001us 197 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:39203",
"10958","014s:558ms:001us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"10959","014s:558ms:524us 522 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00475098 CRC:16","SC:40","MMC:211.2MHz","Nrc:25",
"10960","014s:558ms:524us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"10961","014s:558ms:709us 185 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:36780",
"10962","014s:558ms:710us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"10963","014s:559ms:088us 378 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000B6168 CRC:61","SC:8","MMC:198.0MHz","Nrc:25",
"10964","014s:559ms:088us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"10965","014s:559ms:195us 106 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:21173",
"10966","014s:559ms:195us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"10967","014s:559ms:715us 519 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:004750C0 CRC:23","SC:88","MMC:211.2MHz","Nrc:25",
"10968","014s:559ms:715us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"10969","014s:560ms:060us 344 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"10970","014s:560ms:060us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"10971","014s:560ms:447us 386 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000B6170 CRC:30","SC:16","MMC:211.2MHz","Nrc:25",
"10972","014s:560ms:447us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"10973","014s:560ms:577us 129 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:25627",
"10974","014s:560ms:577us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"10975","014s:561ms:073us 496 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00474050 CRC:42","SC:40","MMC:198.0MHz","Nrc:25",
"10976","014s:561ms:073us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"10977","014s:561ms:285us 212 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:42053",
"10978","014s:561ms:286us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"10979","014s:561ms:663us 377 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000B6560 CRC:05","SC:8","MMC:198.0MHz","Nrc:25",
"10980","014s:561ms:663us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"10981","014s:561ms:771us 107 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:21316",
"10982","014s:561ms:771us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"10983","014s:564ms:273us 002 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:003F50E8 CRC:3B","SC:104","MMC:198.0MHz","Nrc:25",
"10984","014s:564ms:273us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"10985","014s:564ms:665us 392 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"10986","014s:564ms:665us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"10987","014s:565ms:059us 393 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000B66A8 CRC:75","SC:24","MMC:198.0MHz","Nrc:25",
"10988","014s:565ms:059us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"10989","014s:565ms:192us 133 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:26377",
"10990","014s:565ms:192us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"10991","014s:565ms:698us 506 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00475118 CRC:5C","SC:40","MMC:198.0MHz","Nrc:25",
"10992","014s:565ms:699us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"10993","014s:565ms:886us 187 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:37168",
"10994","014s:565ms:886us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"10995","014s:566ms:263us 376 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000B7858 CRC:20","SC:8","MMC:211.2MHz","Nrc:25",
"10996","014s:566ms:263us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"10997","014s:566ms:397us 133 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:26519",
"10998","014s:566ms:397us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"10999","014s:566ms:921us 524 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00475140 CRC:69","SC:88","MMC:211.2MHz","Nrc:25",
"11000","014s:566ms:922us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11001","014s:567ms:267us 344 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"11002","014s:567ms:267us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11003","014s:567ms:652us 385 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BF5B8 CRC:1B","SC:16","MMC:211.2MHz","Nrc:25",
"11004","014s:567ms:653us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11005","014s:567ms:791us 137 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:27343",
"11006","014s:567ms:791us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11007","014s:568ms:292us 501 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00474078 CRC:38","SC:56","MMC:211.2MHz","Nrc:25",
"11008","014s:568ms:292us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11009","014s:568ms:574us 281 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:55825",
"11010","014s:568ms:574us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11011","014s:568ms:958us 384 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BF5C8 CRC:54","SC:8","MMC:198.0MHz","Nrc:25",
"11012","014s:568ms:958us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11013","014s:569ms:049us 090 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:17920",
"11014","014s:569ms:049us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11015","014s:569ms:550us 500 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:002B50F8 CRC:4A","SC:56","MMC:211.2MHz","Nrc:25",
"11016","014s:569ms:550us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11017","014s:569ms:828us 277 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:54992",
"11018","014s:569ms:828us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11019","014s:570ms:212us 384 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BF620 CRC:16","SC:16","MMC:198.0MHz","Nrc:25",
"11020","014s:570ms:212us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11021","014s:570ms:324us 111 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:22078",
"11022","014s:570ms:324us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11023","014s:571ms:240us 916 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:002B5130 CRC:2C","SC:72","MMC:211.2MHz","Nrc:25",
"11024","014s:571ms:241us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11025","014s:571ms:545us 303 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:60324",
"11026","014s:571ms:545us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11027","014s:571ms:935us 390 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BF668 CRC:3A","SC:16","MMC:198.0MHz","Nrc:25",
"11028","014s:571ms:936us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11029","014s:572ms:066us 130 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:25901",
"11030","014s:572ms:067us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11031","014s:572ms:735us 668 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:0021BC00 CRC:00","SC:568","MMC:211.2MHz","Nrc:25",
"11032","014s:572ms:735us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11033","014s:574ms:492us 001 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"11034","014s:574ms:492us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11035","014s:574ms:902us 410 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BF678 CRC:23","SC:32","MMC:211.2MHz","Nrc:25",
"11036","014s:574ms:903us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11037","014s:575ms:117us 214 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:42543",
"11038","014s:575ms:117us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11039","014s:575ms:366us 248 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BF698 CRC:34","SC:72","MMC:198.0MHz","Nrc:25",
"11040","014s:575ms:366us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11041","014s:575ms:674us 307 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:60986",
"11042","014s:575ms:674us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11043","014s:576ms:326us 651 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00211A00 CRC:1B","SC:280","MMC:211.2MHz","Nrc:25",
"11044","014s:576ms:326us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11045","014s:577ms:225us 898 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"11046","014s:577ms:225us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11047","014s:577ms:634us 409 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BF9E8 CRC:12","SC:32","MMC:198.0MHz","Nrc:25",
"11048","014s:577ms:635us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11049","014s:577ms:879us 244 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:48418",
"11050","014s:577ms:879us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11051","014s:578ms:105us 226 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BFA08 CRC:18","SC:16","MMC:211.2MHz","Nrc:25",
"11052","014s:578ms:106us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11053","014s:578ms:236us 130 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:25913",
"11054","014s:578ms:237us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11055","014s:578ms:777us 540 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:002B5178 CRC:00","SC:72","MMC:198.0MHz","Nrc:25",
"11056","014s:578ms:777us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11057","014s:579ms:099us 322 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:63940",
"11058","014s:579ms:100us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11059","014s:579ms:486us 386 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BFAD8 CRC:24","SC:16","MMC:198.0MHz","Nrc:25",
"11060","014s:579ms:487us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11061","014s:579ms:639us 152 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:30183",
"11062","014s:579ms:639us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11063","014s:580ms:140us 500 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:002B51C0 CRC:22","SC:72","MMC:198.0MHz","Nrc:25",
"11064","014s:580ms:140us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11065","014s:580ms:419us 278 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:55299",
"11066","014s:580ms:419us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11067","014s:580ms:802us 383 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BFAE8 CRC:0F","SC:16","MMC:211.2MHz","Nrc:25",
"11068","014s:580ms:803us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11069","014s:580ms:932us 129 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:25666",
"11070","014s:580ms:932us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11071","014s:581ms:427us 494 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:004740B0 CRC:55","SC:56","MMC:198.0MHz","Nrc:25",
"11072","014s:581ms:427us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11073","014s:581ms:680us 252 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:50138",
"11074","014s:581ms:680us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11075","014s:582ms:057us 376 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BFAF8 CRC:16","SC:8","MMC:198.0MHz","Nrc:25",
"11076","014s:582ms:057us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11077","014s:582ms:165us 107 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:21292",
"11078","014s:582ms:165us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11079","014s:582ms:648us 483 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:004740E8 CRC:60","SC:72","MMC:198.0MHz","Nrc:25",
"11080","014s:582ms:649us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11081","014s:582ms:959us 309 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:61509",
"11082","014s:582ms:959us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11083","014s:583ms:342us 382 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BFB00 CRC:5B","SC:16","MMC:198.0MHz","Nrc:25",
"11084","014s:583ms:342us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11085","014s:583ms:472us 129 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:25611",
"11086","014s:583ms:472us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11087","014s:583ms:963us 490 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00475198 CRC:1D","SC:56","MMC:198.0MHz","Nrc:25",
"11088","014s:583ms:963us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11089","014s:584ms:192us 229 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:45469",
"11090","014s:584ms:192us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11091","014s:584ms:602us 409 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BFB10 CRC:42","SC:8","MMC:198.0MHz","Nrc:25",
"11092","014s:584ms:602us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11093","014s:584ms:711us 108 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:21591",
"11094","014s:584ms:711us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11095","014s:585ms:360us 648 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00208800 CRC:48","SC:528","MMC:198.0MHz","Nrc:25",
"11096","014s:585ms:360us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11097","014s:586ms:965us 001 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"11098","014s:586ms:965us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11099","014s:587ms:386us 420 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BFB18 CRC:0A","SC:32","MMC:211.2MHz","Nrc:25",
"11100","014s:587ms:386us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11101","014s:587ms:585us 198 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:39452",
"11102","014s:587ms:585us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11103","014s:587ms:825us 239 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BFB38 CRC:38","SC:64","MMC:211.2MHz","Nrc:25",
"11104","014s:587ms:825us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11105","014s:588ms:107us 281 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:55883",
"11106","014s:588ms:107us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11107","014s:588ms:720us 612 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:002B5208 CRC:52","SC:56","MMC:211.2MHz","Nrc:25",
"11108","014s:588ms:720us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11109","014s:588ms:985us 264 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:52552",
"11110","014s:588ms:985us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11111","014s:589ms:372us 387 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000BFC00 CRC:6A","SC:16","MMC:211.2MHz","Nrc:25",
"11112","014s:589ms:373us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11113","014s:589ms:548us 175 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:34740",
"11114","014s:589ms:548us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11115","014s:590ms:127us 578 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00208C00 CRC:64","SC:368","MMC:211.2MHz","Nrc:25",
"11116","014s:590ms:127us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11117","014s:591ms:293us 001 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"11118","014s:591ms:293us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11119","014s:592ms:516us 001 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:004751D0 CRC:31","SC:72","MMC:211.2MHz","Nrc:25",
"11120","014s:592ms:517us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11121","014s:592ms:817us 300 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:59646",
"11122","014s:592ms:818us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11123","014s:593ms:414us 596 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:002B5240 CRC:7E","SC:40","MMC:198.0MHz","Nrc:25",
"11124","014s:593ms:414us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11125","014s:593ms:593us 178 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:35460",
"11126","014s:593ms:593us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11127","014s:594ms:198us 605 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00475218 CRC:41","SC:112","MMC:198.0MHz","Nrc:25",
"11128","014s:594ms:199us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11129","014s:594ms:598us 398 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"11130","014s:594ms:598us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11131","014s:595ms:203us 604 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00474130 CRC:1F","SC:48","MMC:198.0MHz","Nrc:25",
"11132","014s:595ms:203us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11133","014s:595ms:419us 216 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:42952",
"11134","014s:595ms:420us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11135","014s:597ms:833us 002 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00474160 CRC:62","SC:112","MMC:198.0MHz","Nrc:25",
"11136","014s:597ms:833us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11137","014s:598ms:244us 410 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"11138","014s:598ms:245us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11139","014s:598ms:881us 636 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00475288 CRC:19","SC:48","MMC:198.0MHz","Nrc:25",
"11140","014s:598ms:881us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11141","014s:599ms:122us 240 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:47804",
"11142","014s:599ms:122us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11143","014s:599ms:767us 644 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:002B5268 CRC:04","SC:96","MMC:198.0MHz","Nrc:25",
"11144","014s:599ms:767us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11145","014s:600ms:128us 360 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"11146","014s:600ms:128us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11147","014s:600ms:739us 610 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:004741D0 CRC:08","SC:64","MMC:211.2MHz","Nrc:25",
"11148","014s:600ms:739us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11149","014s:601ms:018us 279 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:55378",
"11150","014s:601ms:018us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11151","014s:601ms:663us 645 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:002B52C8 CRC:77","SC:72","MMC:198.0MHz","Nrc:25",
"11152","014s:601ms:664us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"11153","014s:601ms:952us 288 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:57220",
"11154","014s:601ms:952us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"11155","014s:602ms:954us 001 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:002B5310 CRC:08","SC:80","MMC:198.0MHz","Nrc:25",
"11156","014s:602ms:954us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
